author,title,page_count,rating,ratingCount,firstPub_year,ogPub_year,Binding,language,followers,review_counts,Publisher,genres
Delia Owens,Where the Crawdads Sing,384,4.46,1562681,,,,,,,,
James Dashner,"The Death Cure (The Maze Runner, #3)",325,3.78,384028,,,,,,,,
Anonymous,The Holy Bible,1590,4.42,244538,1611,2008,Hardcover,English,"2,716",6308,,Religion
Dan Brown,Digital Fortress,510,3.68,596030,1998,2004,Paperback,English,"92,778",10026,Corgibooks,Fiction
Orson Scott Card,"Ender's Shadow (The Shadow Series, #1)",469,4.3,162652,1999,2002,Paperback,English,"17,970",5431,Starscape,Science Fiction
Rachel Caine,"Glass Houses (The Morganville Vampires, #1)",239,3.91,99214,,,,,,,,
Ned Vizzini,It's Kind of a Funny Story,444,4.1,230951,2006,2007,Paperback,English,"2,816",11622,Disney-Hyperion,Young Adult
Madeline Miller,Circe,393,4.26,599212,,,,,,,,
Rosamunde Pilcher,The Shell Seekers,530,4.17,100413,1987,2004,Hardcover,English,"2,043",3716,GramercyBooks,Fiction
Agatha Christie,"Death on the Nile (Hercule Poirot, #18)",214,4.12,170357,1937,1978,Paperback,English,"50,298",9719,BantamBooks,Mystery
Charlaine Harris,"Club Dead (Sookie Stackhouse, #3)",274,4.01,229697,2003,2006,Mass Market Paperback,English,"33,706",5673,Orbit,Fantasy
J.A. Redmerski,"The Edge of Never (The Edge of Never, #1)",426,4.23,145445,2012,2012,Paperback,English,"13,168",11363,Createspace,Romance
Sharon Creech,Walk Two Moons,280,3.97,160455,1994,1996,Paperback,English,"2,623",7313,HarperTrophy,Young Adult
Elizabeth George Speare,The Witch of Blackbird Pond,256,3.99,144576,1958,1978,Paperback,English,874,6563,LaurelLeaf,Historical
Walter M. Miller Jr.,"A Canticle for Leibowitz (St. Leibowitz, #1)",334,3.98,100077,1959,2006,Paperback,English,471,5275,HarperCollinsEOS,Science Fiction
J.R. Ward,"Lover Avenged (Black Dagger Brotherhood, #7)",527,4.36,110437,,,,,,,,
Toni Morrison,Song of Solomon,337,4.11,96161,1977,2004,Paperback,English,"15,164",4658,Vintage,Fiction
Charlaine Harris,"Living Dead in Dallas (Sookie Stackhouse, #2)",291,3.96,244855,2002,2004,Mass Market Paperback,English,"33,706",7146,Orbit,Fantasy
Koushun Takami,Battle Royale,617,4.2,67063,1999,2003,Paperback,English,"1,274",5901,"VIZ,LLC",Fiction
Brandon Sanderson,"The Hero of Ages (Mistborn, #3)",572,4.5,313715,,,,,,,,
Thomas Hardy,Jude the Obscure,310,3.82,67300,1895,2006,Paperback,English,"5,194",3563,DoverPublications,Classics
,"Call Me By Your Name (Call Me By Your Name, #1)",,,,,,,,,,,
Rudyard Kipling,The Jungle Books,368,4.01,85930,1895,2005,Paperback,English,"2,763",1193,SignetClassics,Classics
,"Red Rising (Red Rising Saga, #1)",,,,,,,,,,,
Helen Keller,The Story of My Life,240,4.07,141847,1903,1990,Paperback,English,"1,672",2803,BantamClassics,Nonfiction
Dale Carnegie,How to Win Friends and Influence People,288,4.21,768701,1936,1998,Paperback,English,"6,837",18968,GalleryBooks,Nonfiction
,"One Fish, Two Fish, Red Fish, Blue Fish",,,,,,,,,,,
,The Portrait of a Lady,,,,,,,,,,,
Joseph Campbell,The Power of Myth,320,4.25,48208,,,,,,,,
Michael Pollan,The Omnivore's Dilemma,450,4.17,195007,,,,,,,,
Chaim Potok,My Name Is Asher Lev,369,4.22,37847,1972,2003,Paperback,English,"1,283",2863,Anchor,Fiction
Kerstin Gier,"Rubinrot (Edelstein-Trilogie, #1)",343,4.11,131429,,,,,,,,
Jeannette Walls,The Glass Castle,288,4.29,1016291,2005,2006,Paperback,English,"7,490",54594,Scribner,Nonfiction
Haruki Murakami,Hard-Boiled Wonderland and the End of the World,400,4.14,116856,1985,2003,Paperback,English,"96,813",7014,Vintage,Fiction
Chuck Palahniuk,Choke,293,3.7,197907,2001,2002,Paperback,English,"125,293",6374,AnchorBooks,Fiction
Robert A. Heinlein,The Moon Is a Harsh Mistress,288,4.16,122048,1966,2005,Paperback,English,"8,414",4234,Hodder&Stoughton,Science Fiction
Shannon Hale,"Princess Academy (Princess Academy, #1)",314,4.01,112627,2005,2007,Paperback,English,"12,510",8838,BloomsburyChildren'sBooks,Fantasy
Ray Bradbury,"Something Wicked This Way Comes (Green Town, #2)",293,3.92,112544,1962,1998,Mass Market Paperback,English,"20,107",8187,HarperVoyager,Horror
Tim Butcher,Chasing the Devil,336,4.12,1723,,,,,,,,
Lisa Genova,Still Alice,292,4.31,316852,,,,,,,,
Kate DiCamillo,Because of Winn-Dixie,182,4.07,227937,2000,2001,Paperback,English,"8,018",9870,CandlewickPress,Fiction
,Ficciones,,,,,,,,,,,
Neal Stephenson,Cryptonomicon,1152,4.24,105153,1999,2002,Mass Market Paperback,English,"23,311",5576,Avon,Fiction
E.M. Forster,Howards End,318,3.95,83200,1910,2018,Paperback,English,"2,913",3564,CreatespaceIndependentPublishingPlatform,Classics
Jhumpa Lahiri,The Namesake,291,4,249412,2003,2004,Paperback,English,"11,428",12978,MarinerBooks,Fiction
Gillian Flynn,Sharp Objects,254,4,808630,,,,,,,,
Brian Selznick,The Invention of Hugo Cabret,534,4.21,174884,,,,,,,,
Chuck Palahniuk,Survivor,304,3.92,113353,1999,2018,Paperback,,,,,
Terry Pratchett,"The Color of Magic (Discworld, #1; Rincewind, #1)",228,3.99,344521,1983,2005,Paperback,English,"37,580",11088,Harper,Fantasy
Sophocles,"Antigone (The Theban Plays, #3)",80,3.67,121104,-441,2005,Paperback,English,"1,732",3595,Ingram,Classics
Justin Cronin,"The Passage (The Passage, #1)",766,4.03,200027,,,,,,,,
Robert A. Heinlein,Starship Troopers,264,4,208025,1959,1987,Mass Market Paperback,English,"8,414",6306,AceBooks,Science Fiction
Jules Verne,Around the World in Eighty Days,252,3.94,208510,1872,2004,Paperback,English,"9,471",8308,PenguinBooks,Classics
Rick Riordan,"The Blood of Olympus (The Heroes of Olympus, #5)",528,4.42,249262,,,,,,,,
Katja Millay,The Sea of Tranquility,449,4.29,82494,2012,2012,Kindle Edition,English,"5,108",9961,AtriaBooks,Young Adult
Terry Pratchett,"Small Gods (Discworld, #13)",400,4.3,107686,1992,2005,Paperback,English,"37,580",3436,Corgi,Fantasy
Dennis Lehane,Shutter Island,369,4.09,179701,2003,2004,Mass Market Paperback,English,"10,567",9063,HarperTorch,Mystery
P.L. Travers,"Mary Poppins (Mary Poppins, #1)",209,4.02,123264,1934,2006,Hardcover,English,639,6043,ClarionBooks,Classics
Maggie Stiefvater,"Linger (The Wolves of Mercy Falls, #2)",362,3.88,164314,,,,,,,,
Becca Fitzpatrick,"Finale (Hush, Hush, #4)",464,4.14,158483,2012,2012,Hardcover,English,"31,474",8843,Simon&SchusterBooksforYoungReaders,Young Adult
Stephen King,On Writing,320,4.32,250561,2000,2002,Mass Market Paperback,English,"786,153",19833,PocketBooks,Nonfiction
,An Abundance of Katherines,,,,,,,,,,,
Kristin Cashore,"Fire (Graceling Realm, #2)",480,4.1,174660,,,,,,,,
Dennis Lehane,Mystic River,416,4.15,138836,2001,2001,Paperback,English,"10,567",4132,WilliamMorrowPaperbacks,Mystery
Agatha Christie,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",288,4.25,194278,1926,2006,Hardcover,English,"50,298",14443,BlackDog&LeventhalPublishers,Mystery
Jamie McGuire,"Walking Disaster (Beautiful, #2)",448,4.18,179353,,,,,,,,
Vladimir Nabokov,Pale Fire,246,4.14,45353,1962,2000,Paperback,English,"11,522",2944,PenguinBooksLtd,Fiction
Markus Zusak,I Am the Messenger,357,4.03,150012,2002,2006,Paperback,English,"36,700",14809,AlfredA.KnopfBorzoiBooks,Young Adult
Mark Z. Danielewski,House of Leaves,710,4.07,146027,,,,,,,,
,The 7 Habits of Highly Effective People: Powerful Lesso…,,,,,,,,,,,
Ray Bradbury,"Dandelion Wine (Green Town, #1)",239,4.07,61531,1957,2000,Paperback,English,"20,107",5250,Earthlight(UK),Fiction
Sabaa Tahir,"An Ember in the Ashes (An Ember in the Ashes, #1)",446,4.27,236111,2015,2016,Paperback,English,"28,645",28556,Razorbill,Fantasy
Anne Morrow Lindbergh,Gift from the Sea,130,4.15,45791,1955,1991,Paperback,English,496,4408,Vintage,Nonfiction
Leon Uris,Exodus,608,4.33,95123,1958,1986,Paperback,English,"1,011",1894,"BantamBooks,Inc.",Historical
,,,,,,,,,,,,
Jung Chang,Wild Swans,562,4.25,102899,1991,2003,Paperback,English,"1,158",6370,Simon&Schuster,Nonfiction
Kelley Armstrong,"The Awakening (Darkest Powers, #2)",360,4.13,113612,,,,,,,,
,The Iliad,,,,,,,,,,,
Olive Ann Burns,Cold Sassy Tree,405,4.02,100059,1984,2007,Kindle Edition,English,265,4194,MarinerBooks,Fiction
F. Scott Fitzgerald,Tender Is the Night,315,3.8,122240,1934,1995,Paperback,English,"21,180",5497,Scribner,Classics
Anonymous,Holy Bible,1248,4.58,71507,1973,1985,Hardcover,English,"2,716",2475,ZondervanPublishing,Religion
Mary Doria Russell,"The Sparrow (The Sparrow, #1)",419,4.12,69103,1996,1997,Paperback,English,"2,701",7828,BallantineBooks,Science Fiction
Edith Wharton,Ethan Frome,99,3.42,116493,1911,2005,Paperback,English,"3,528",6055,PenguinClassics,Classics
Jean-Paul Sartre,Nausea,178,3.92,97159,1938,1969,Hardcover,English,"9,243",3828,NewDirections,Philosophy
,The Restaurant at the End of the Universe (Hitchhiker's…,,,,,,,,,,,
Kelley Armstrong,"The Reckoning (Darkest Powers, #3)",391,4.17,116427,,,,,,,,
James Frey,A Million Little Pieces,515,3.66,237934,2003,2005,Paperback,English,"2,616",11976,AnchorBooks,Fiction
Winston Groom,"Forrest Gump (Forrest Gump, #1)",248,4.04,63165,1986,2002,Paperback,English,495,2681,WashingtonSquarePress,Fiction
Karen Marie Moning,"Dreamfever (Fever, #4)",386,4.38,96866,,,,,,,,
Stephen King,"The Dark Tower (The Dark Tower, #7)",1050,4.25,158112,2004,2006,Paperback,English,"786,153",6384,PocketBooks,Fantasy
Kate Morton,The Forgotten Garden,648,4.13,206347,,,,,,,,
,"Gabriel's Inferno (Gabriel's Inferno, #1)",,,,,,,,,,,
Terry Pratchett,"Mort (Discworld, #4; Death, #1)",243,4.22,216316,1987,2001,Mass Market Paperback,English,"37,580",6060,Harpertorch,Fantasy
William Faulkner,"Absalom, Absalom!",316,3.97,40758,1936,1990,Paperback,English,"7,887",2355,Vintage,Classics
Richard Bach,Illusions,144,4.14,60357,1977,2001,Paperback,English,"3,018",2492,ArrowBooksLtd,Fiction
Johann Wolfgang von Goethe,The Sorrows of Young Werther,149,3.68,101150,1774,2005,Paperback,English,"4,992",5438,ModernLibrary,Classics
,"The Hunt for Red October (Jack Ryan, #3)",,,,,,,,,,,
John Irving,The Hotel New Hampshire,520,3.91,61140,1981,1982,Paperback,English,"13,077",1835,BlackSwan,Fiction
Juliet Marillier,"Daughter of the Forest (Sevenwaters, #1)",554,4.26,59857,1999,2002,Mass Market Paperback,English,"10,232",4566,TomDohertyAssociates,Fantasy
Jeffrey Archer,"Kane & Abel (Kane & Abel, #1)",592,4.31,110075,1971,2004,Paperback,English,"9,754",4969,St.Martin'sPaperbacks,Fiction
Gillian Flynn,Dark Places,349,3.94,647774,,,,,,,,
Sylvia Day,"Reflected in You (Crossfire, #2)",338,4.31,327218,2012,2012,Paperback,English,"117,765",10741,Berkley,Romance
,The Bridges of Madison County,,,,,,,,,,,
Albert Camus,The Fall,147,4.03,83007,1956,1991,Paperback,English,"23,305",3916,Vintage,Fiction
Andrew Davidson,The Gargoyle,468,3.94,47828,2008,2008,Hardcover,English,"2,114",5689,DoubledayBooks,Fiction
Laurell K. Hamilton,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",355,4.02,140206,1993,2004,Paperback,English,"22,523",5906,Berkley,Fantasy
Richelle Mead,"The Golden Lily (Bloodlines, #2)",418,4.3,115535,,,,,,,,
Stieg Larsson,"The Millennium Trilogy (Millennium Trilogy, #1-3)",1531,4.44,52928,2005,2010,Hardcover,English,"14,821",1843,KnopfDoubledayPublishingGroup,Fiction
Jodi Picoult,The Pact,512,4.01,286113,1998,2006,Paperback,English,"62,215",10621,Avon,Fiction
Scott Westerfeld,"Specials (Uglies, #3)",384,3.76,179263,,,,,,,,
David Wroblewski,The Story of Edgar Sawtelle,566,3.62,96385,,,,,,,,
J.R. Ward,"Lover Mine (Black Dagger Brotherhood, #8)",528,4.39,108308,,,,,,,,
Richard Bachman,The Long Walk,370,4.09,147975,1979,1999,Mass Market Paperback,English,"3,593",8775,Signet,Horror
Charlaine Harris,Definitely Dead (Sookie Stackhouse #6),324,4,198416,2006,2007,Mass Market Paperback,English,"33,706",4133,AceBooks,Fantasy
Tom Wolfe,The Bonfire of the Vanities,690,3.87,75650,1987,2001,Paperback,English,"2,356",3118,DialPressTradePaperback,Fiction
Jeaniene Frost,"One Foot in the Grave (Night Huntress, #2)",357,4.29,100070,,,,,,,,
Charlaine Harris,"Dead as a Doornail (Sookie Stackhouse, #5)",295,3.99,212701,2005,2006,Mass Market Paperback,English,"33,706",4188,AceBooks,Fantasy
Ellen Hopkins,"Crank (Crank, #1)",537,4.15,133270,,,,,,,,
Catherine Marshall,Christy,512,4.23,51815,1967,2017,Kindle Edition,English,571,1954,EvergreenFarm,Historical
,Orlando,,,,,,,,,,,
Helene Hanff,"84, Charing Cross Road",97,4.14,61350,1970,1990,Paperback,English,477,9150,PenguinBooks,Nonfiction
P.C. Cast,"Burned (House of Night, #7)",323,3.96,152841,,,,,,,,
William Shakespeare,Shakespeare's Sonnets,488,4.25,93415,1609,1997,Paperback,English,"38,626",1500,BloomsburyArdenShakespeare,Poetry
Hubert Selby Jr.,Requiem for a Dream,279,4.08,57688,1978,1999,Paperback,English,"1,988",1381,DaCapoPress,Fiction
Tom Robbins,Still Life with Woodpecker,288,4.02,77271,1980,2001,Paperback,English,"5,857",2973,NoExitPress,Fiction
,Sometimes a Great Notion,,,,,,,,,,,
Sarah J. Maas,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",448,4.35,207267,,,,,,,,
Nicholas Sparks,The Lucky One,326,4.12,341305,2007,2009,Hardcover,English,"215,493",10419,GrandCentralPublishing,Romance
Brandon Sanderson,"The Well of Ascension (Mistborn, #2)",590,4.36,339458,,,,,,,,
Jeanne DuPrau,"The City of Ember (Book of Ember, #1)",270,3.88,262929,,,,,,,,
Billie Letts,Where the Heart Is,376,4.03,243008,1995,1998,Paperback,English,784,3898,GrandCentralPublishing,Fiction
Mark Twain,A Connecticut Yankee in King Arthur's Court,480,3.77,99484,1889,2007,Paperback,English,"16,111",3378,SimonSchuster,Classics
Bill Bryson,A Walk in the Woods,397,4.06,371601,1998,2006,Mass Market Paperback,English,"17,586",19599,AnchorBooks,Nonfiction
Jennifer L. Armentrout,"Opal (Lux, #3)",394,4.26,140169,,,,,,,,
Irving Stone,The Agony and the Ecstasy,776,4.06,85744,1958,1961,Mass Market Paperback,English,912,2087,Signet,Historical
John Green,"Will Grayson, Will Grayson",310,3.74,368099,,,,,,,,
Lauren Oliver,"Pandemonium (Delirium, #2)",375,4.04,227926,,,,,,,,
Richard Llewellyn,How Green Was My Valley,448,4.19,15706,1939,2001,Paperback,English,92,1503,PenguinClassics,Classics
William S. Burroughs,Naked Lunch,289,3.45,85389,1959,2004,Paperback,English,"5,381",3939,GrovePress,Fiction
Brandon Mull,"Fablehaven (Fablehaven, #1)",351,4.11,147013,,,,,,,,
V.E. Schwab,"A Darker Shade of Magic (Shades of Magic, #1)",400,4.07,260139,,,,,,,,
Edith Wharton,The House of Mirth,351,3.95,89495,1905,2006,Paperback,English,"3,528",5244,Virago,Classics
L.J. Smith,"Night World, No. 1 (Night World, #1-3)",729,4.06,62619,,,,,,,,
Tammara Webber,"Easy (Contours of the Heart, #1)",336,4.08,224716,2012,2012,Paperback,English,"13,204",11889,PenguinBerkley,Romance
Yevgeny Zamyatin,We,226,3.91,81282,1924,1993,Paperback,English,945,5559,PenguinClassics,Fiction
Ernest Hemingway,A Moveable Feast,192,4.02,132022,1964,2012,Paperback,English,"25,168",9052,Vintage,Classics
Robert Frost,The Poetry of Robert Frost,607,4.24,50564,1930,1979,Paperback,English,"4,190",760,HenryHolt&Company,Poetry
,Beauty: A Retelling of the Story of Beauty and the Beas…,,,,,,,,,,,
John Grisham,The Runaway Jury,464,4,288605,1996,2006,Paperback,English,"64,978",2343,Delta,Fiction
S.C. Stephens,"Thoughtless (Thoughtless, #1)",530,4.09,137420,2009,2011,Paperback,English,"17,007",9512,CreateSpace,Romance
Louis-Ferdinand Céline,Journey to the End of the Night,453,4.21,35575,1932,2006,Paperback,English,"2,029",2254,NewDirections,Fiction
Pat Conroy,Beach Music,800,4.17,45764,1995,2002,Paperback,English,"2,928",3093,DialPress,Fiction
Jonathan Stroud,"The Amulet of Samarkand (Bartimaeus, #1)",462,4.01,122684,,,,,,,,
Fredrik Backman,A Man Called Ove,337,4.36,720502,2012,2014,Hardcover,English,"46,602",78304,AtriaBooks,Fiction
Dan Brown,Deception Point,556,3.73,629704,2001,2002,Mass Market Paperback,English,"92,778",10083,PocketBooks,Fiction
Kelley Armstrong,"Bitten (Otherworld, #1)",436,4.02,99096,2001,2004,Mass Market Paperback,English,"29,065",4683,PlumeBooks,Fantasy
Junot Díaz,The Brief Wondrous Life of Oscar Wao,335,3.89,245320,,,,,,,,
Nicholas Sparks,"The Wedding (The Notebook, #2)",276,3.98,147902,2003,2005,Paperback,English,"215,493",6422,Vision,Romance
Ayn Rand,The Fountainhead,704,3.87,307769,1943,1996,Mass Market Paperback,English,"8,439",12969,SignetBook,Fiction
Gary Chapman,The 5 Love Languages,232,4.26,349740,1990,2014,Kindle Edition,English,"2,417",14270,NorthfieldPublishing,Nonfiction
Erin Hunter,"Into the Wild (Warriors, #1)",288,4.3,85295,2003,2004,Paperback,English,"7,789",6904,HarperTrophy,Fantasy
Karen Marie Moning,"Faefever (Fever, #3)",327,4.29,97807,,,,,,,,
Stephen King,"Wizard and Glass (The Dark Tower, #4)",845,4.24,178474,1997,2003,Paperback,English,"786,153",6686,NewEnglishLibrary,Fantasy
Marcus Aurelius,Meditations,303,4.24,162558,180,2006,Paperback,English,"3,515",8755,PenguinBooks,Philosophy
Charlaine Harris,"All Together Dead (Sookie Stackhouse, #7)",336,4.04,194932,,,,,,,,
Nevil Shute,On the Beach,296,3.95,38798,1957,2002,Paperback,English,752,2832,HouseofStratus,Fiction
Krishna-Dwaipayana Vyasa,The Bhagavad Gita,160,4.15,60710,-400,2003,Paperback,English,382,2290,Penguin,Religion
Charlaine Harris,"From Dead to Worse (Sookie Stackhouse, #8)",368,4,182690,,,,,,,,
Jennifer L. Armentrout,"Onyx (Lux, #2)",421,4.25,166881,,,,,,,,
Mildred D. Taylor,"Roll of Thunder, Hear My Cry (Logans, #4)",288,3.86,118393,1976,1991,Paperback,English,"1,029",5525,PuffinBooks,Historical
William Faulkner,Light in August,507,3.93,58349,1932,1991,Paperback,English,"7,887",2762,Vintage,Fiction
Lauren Kate,"Passion (Fallen, #3)",420,3.86,160904,,,,,,,,
George Eliot,Silas Marner,262,3.66,79640,1861,2005,Paperback,English,"3,411",4069,SimonSchuster,Classics
David Levithan,"Every Day (Every Day, #1)",322,3.92,214737,,,,,,,,
,Dead and Gone (Sookie Stackhouse #9),,,,,,,,,,,
Arthur C. Clarke,Childhood's End,224,4.11,142342,1953,1987,Mass Market Paperback,English,"9,051",6029,DelReyBooks,Science Fiction
Sherrilyn Kenyon,"Fantasy Lover (Hunter Legends, #1)",337,4.15,89361,2002,2002,Mass Market Paperback,English,"27,228",3891,St.Martin'sPress,Romance
Sarah Dessen,This Lullaby,345,4.02,176339,2002,2004,Paperback,English,"44,106",5193,Speak,Young Adult
L.J. Smith,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",492,3.68,87699,1991,2007,Paperback,English,"111,036",4122,HarperTeen,Young Adult
John Flanagan,"The Ruins of Gorlan (Ranger's Apprentice, #1)",249,4.23,137053,2004,2006,Paperback,English,"7,548",8422,PuffinBooks,Fantasy
Arthur Conan Doyle,"A Study in Scarlet (Sherlock Holmes, #1)",123,4.14,375920,1887,2005,Paperback,English,"20,144",13175,Digireads.com,Classics
Stephen King,"The Drawing of the Three (The Dark Tower, #2)",463,4.22,233145,1987,2003,Paperback,English,"786,153",8613,Signet,Fantasy
Shirley Jackson,We Have Always Lived in the Castle,146,3.97,151397,1962,2006,Paperback,English,"6,681",17516,PenguinBooks,Horror
Ursula K. Le Guin,"The Dispossessed (Hainish Cycle, #6)",387,4.22,101329,1974,1994,Paperback,English,"20,741",6957,HarperVoyager,Science Fiction
Aprilynne Pike,"Wings (Wings, #1)",290,3.75,79828,,,,,,,,
Samuel Taylor Coleridge,The Rime of the Ancient Mariner,77,3.95,54993,1798,1970,Paperback,English,720,1206,DoverPublications,Poetry
Nancy E. Turner,"These Is My Words (Sarah Agnes Prine, #1)",384,4.34,69275,1998,1999,Paperback,English,967,10769,ReganBooks,Historical
Nicholas Sparks,Safe Haven,353,4.21,356306,2010,2010,Kindle Edition,English,"215,493",14240,GrandCentralPublishing,Romance
,Factotum,,,,,,,,,,,
William Shakespeare,The Taming of the Shrew,291,3.78,160083,1593,2004,Paperback,English,"38,626",3815,SimonSchuster,Classics
Brian Jacques,"Redwall (Redwall, #1)",352,4.12,111087,1986,2006,Paperback,English,"3,686",4283,RedFox,Fantasy
سید مرتضی مصطفوی,گم شده ای در مه,82,3.78,678,,,,,,,,
Marissa Meyer,"Winter (The Lunar Chronicles, #4)",827,4.43,232138,,,,,,,,
,Finding Hope in the Darkness of Grief: Spiritual Insigh…,,,,,,,,,,,
,The Far Pavilions,,,,,,,,,,,
Don DeLillo,White Noise,320,3.87,93694,1985,2016,Paperback,English,"4,985",5653,PenguinClassics,Fiction
Steve Snyder,Shot Down,376,4.22,13887,,,,,,,,
J.M. Coetzee,Disgrace,220,3.84,94824,1999,2005,Paperback,English,"4,158",6940,PenguinBooks,Fiction
Nicholas Evans,The Horse Whisperer,451,3.83,54088,1995,1996,Paperback,English,"1,035",2053,DellPublishingCompany,Fiction
Bret Easton Ellis,Lunar Park,404,3.62,28813,2005,2006,Paperback,English,"8,880",1084,Vintage,Fiction
Philip K. Dick,The Man in the High Castle,259,3.61,188262,1962,1992,Paperback,English,"18,130",12778,Vintage,Science Fiction
Friedrich Nietzsche,Thus Spoke Zarathustra,327,4.06,125207,1883,1978,Paperback,English,"17,732",4190,PenguinBooks,Philosophy
John Bunyan,The Pilgrim's Progress,324,4.01,120754,1684,2003,Paperback,English,746,3692,DoverPublications,Classics
Munro Leaf,The Story of Ferdinand,72,4.35,89007,,,,,,,,
Cormac McCarthy,"All the Pretty Horses (The Border Trilogy, #1)",302,4.01,101616,1992,1993,Paperback,English,"18,639",6759,Vintage,Fiction
Colleen Houck,"Tiger's Curse (The Tiger Saga, #1)",403,4.06,59975,,,,,,,,
Cynthia Hand,"Unearthly (Unearthly, #1)",435,4.01,127245,,,,,,,,
Jorge Luis Borges,Collected Fictions,565,4.57,21802,1998,1999,Paperback,English,"10,497",1044,PenguinClassicsDeluxeEdition,Fiction
Nicholas Sparks,The Guardian,400,4.15,168623,2003,2005,Paperback,English,"215,493",5400,GrandCentralPublishing,Romance
E.M. Forster,A Passage to India,376,3.68,74061,1924,2005,Paperback,English,"2,913",3541,PenguinBooks,Classics
James Patterson,Suzanne's Diary for Nicholas,289,4.16,144870,2001,2003,Mass Market Paperback,English,"331,692",4982,Vision,Romance
W. Somerset Maugham,The Razor's Edge,314,4.19,40406,1944,2003,Paperback,English,"4,496",3343,VintageInternational,Fiction
Sarah Dessen,Along for the Ride,383,4.05,193509,,,,,,,,
William Blake,Songs of Innocence and of Experience,56,4.09,43301,1794,2005,Paperback,English,"2,637",1071,Digireads.com,Poetry
Cassandra Clare,"Lady Midnight (The Dark Artifices, #1)",669,4.37,200344,,,,,,,,
Nicholas Sparks,A Bend in the Road,341,4.03,143254,2001,2005,Paperback,English,"215,493",4146,GrandCentralPublishing,Romance
,Between Shades of Gray,,,,,,,,,,,
Ki Longfellow,Walks Away Woman,254,4.37,1106,2013,2013,Paperback,English,"1,007",126,EioBooks,Adventure
Trenton Lee Stewart,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",497,4.18,139865,2007,2008,Kindle Edition,English,"3,439",11772,"Little,BrownBooksforYoungReaders",Mystery
Dashiell Hammett,The Maltese Falcon,213,3.89,98060,1930,2005,Paperback,English,"1,991",5547,Orion,Mystery
James Fenimore Cooper,The Last of the Mohicans (The Leatherstocking Tales #2),410,3.7,94079,1826,1982,Paperback,English,672,2868,BantamClassics,Classics
Melissa de la Cruz,"Blue Bloods (Blue Bloods, #1)",302,3.69,138683,2006,2007,Hardcover,English,"14,057",5010,Hyperion,Young Adult
Thomas Pynchon,The Crying of Lot 49,152,3.69,78083,1966,2006,Paperback,English,"5,525",5060,HarperPerennialModernClassics,Fiction
Henrik Ibsen,A Doll's House,122,3.75,120442,1879,2007,Paperback,English,"1,637",4770,HardPress,Plays
Paulo Coelho,Eleven Minutes,273,3.7,160980,,,,,,,,
Irvine Welsh,Skagboys (Mark Renton #1),548,3.97,18559,,,,,,,,
,Archer's Voice,,,,,,,,,,,
,Smilla's Sense of Snow,,,,,,,,,,,
Gary Paulsen,"Hatchet (Brian's Saga, #1)",208,3.75,343338,1987,2000,Hardcover,English,"3,021",15889,AtheneumBooksforYoungReaders:RichardJacksonBooks,Young Adult
John Grisham,The Client,483,4.03,418582,1993,2005,Paperback,English,"64,979",2761,DeltaTradePaperbacks,Fiction
,"At Grave's End (Night Huntress, #3)",,,,,,,,,,,
William Shakespeare,The Tempest,218,3.8,187262,1611,2004,Mass Market Paperback,English,"38,626",4900,WashingtonSquarePress,Classics
Augusten Burroughs,Running with Scissors,304,3.74,372324,2002,2003,Paperback,English,"8,100",12965,PicadorUSA,Autobiography
Lauren Weisberger,"The Devil Wears Prada (The Devil Wears Prada, #1)",432,3.77,827162,2003,2006,Paperback,English,"4,860",9787,AnchorBooks,Womens Fiction
George Orwell,Animal Farm / 1984,400,4.3,178035,1958,2003,Hardcover,English,"37,720",2329,HoughtonMifflinHarcourt,Classics
,"Dead Witch Walking (The Hollows, #1)",,,,,,,,,,,
C.S. Lewis,The Great Divorce,146,4.29,123630,1945,2015,Paperback,English,"36,950",6236,HarperCollins,Christian
,"Hex Hall (Hex Hall, #1)",,,,,,,,,,,
Michael Crichton,Timeline,489,3.86,197336,1999,2000,Mass Market Paperback,English,"15,000",5047,ArrowBooks,Science Fiction
John Ajvide Lindqvist,Let the Right One In,513,4.03,100064,2004,2007,Hardcover,English,"3,122",6475,QuercusPublishing,Horror
Douglas Adams,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",306,3.96,132098,1987,2002,Mass Market Paperback,English,"20,566",3833,PocketBooks,Science Fiction
,The Kitchen God's Wife,,,,,,,,,,,
Terry Pratchett,"Hogfather (Discworld, #20; Death, #4)",432,4.22,84707,1996,2006,Paperback,English,"37,580",2921,Corgi,Fantasy
Colleen Hoover,"Point of Retreat (Slammed, #2)",320,4.26,150764,2012,2012,Kindle Edition,English,"458,840",9229,Simon&SchusterUK,Romance
John Fowles,The Collector,283,3.99,65124,1963,1998,Paperback,English,"2,197",4512,Vintage,Fiction
J.R. Ward,"Lover Enshrined (Black Dagger Brotherhood, #6)",560,4.11,111797,,,,,,,,
Alex Flinn,"Beastly (Beastly, #1; Kendra Chronicles, #1)",304,3.83,174976,,,,,,,,
Adam Silvera,They Both Die at the End,389,3.95,356356,,,,,,,,
